agent_id, simulation_step, parcel_location_x, parcel_location_y, transaction_price, preference_for_distance, distance_to_city_centre, open_space_amenity, transportation_cost, agent_budget, utility
3801,1.0,29.5,20.5,101.46626281738281,0.35942089557647705,9.219544410705566,1.0,9.219544410705566,153.78585815429688,0.9206047475762114
4057,1.0,39.5,26.5,111.69995880126953,0.6028783917427063,8.5440034866333,0.880000002682209,8.5440034866333,177.67372131347656,0.8367760810602944
3947,1.0,44.5,29.5,101.65755462646484,0.45396071672439575,13.0,1.0,13.0,164.59552001953125,0.8560628630394191
3746,1.0,33.5,32.5,100.21882629394531,0.6358318328857422,3.605551242828369,0.6399999856948853,3.605551242828369,159.37765502929688,0.8058812714726301
3935,1.0,31.5,25.5,110.29041290283203,0.6331442594528198,4.0,0.9200000017881393,4.0,161.80108642578125,0.9141648737064233
4023,1.0,40.5,21.5,106.76248168945312,0.3913829028606415,12.041594505310059,1.0,12.041594505310059,167.8972625732422,0.8848099433407253
3916,1.0,33.5,40.5,119.91739654541016,0.150168776512146,11.180339813232422,1.0,11.180339813232422,178.1510467529297,0.9578494923002447
3955,1.0,25.5,26.5,101.46229553222656,0.672015368938446,6.7082037925720215,0.880000002682209,6.7082037925720215,157.55691528320312,0.8600027071407538
4015,1.0,35.5,21.5,104.3440170288086,0.36252889037132263,8.9442720413208,1.0,8.9442720413208,157.42715454101562,0.9225171880344376
4097,1.0,29.5,28.5,110.73428344726562,0.7573633790016174,2.2360680103302,0.7199999988079071,2.2360680103302,163.49063110351562,0.8882995664346834
3838,1.0,36.5,34.5,120.95474243164062,0.34272927045822144,7.071067810058594,1.0,7.071067810058594,177.00469970703125,0.9428839371509102
4085,1.0,37.5,32.5,100.69274139404297,0.6301304697990417,6.7082037925720215,0.7999999970197678,6.7082037925720215,159.8426055908203,0.8314040362683223
3868,1.0,27.5,28.5,135.82540893554688,0.7399706840515137,4.123105525970459,0.880000002682209,4.123105525970459,200.22486877441406,0.900675410929754
3922,1.0,40.5,33.5,106.21013641357422,0.6105570793151855,9.848857879638672,0.9200000017881393,9.848857879638672,171.290283203125,0.8320350774428478
