agent_id, simulation_step, parcel_location_x, parcel_location_y, transaction_price, preference_for_distance, distance_to_city_centre, open_space_amenity, transportation_cost, agent_budget, utility
3845,1.0,33.5,35.5,101.76985931396484,0.5648803114891052,6.324555397033691,0.880000002682209,6.324555397033691,156.71583557128906,0.8680545162506337
3858,1.0,35.5,34.5,87.27233123779297,0.7373778820037842,6.4031243324279785,0.760000005364418,6.4031243324279785,139.2224578857422,0.8305382549554944
3965,1.0,34.5,34.5,92.30027770996094,0.7618603706359863,5.830951690673828,0.6399999856948853,5.830951690673828,148.94668579101562,0.8086393205110183
4100,1.0,32.5,31.5,106.12628173828125,0.8579564094543457,2.2360680103302,0.6399999856948853,2.2360680103302,155.710693359375,0.8982770998622479
4022,1.0,28.5,23.5,78.44620513916016,0.6764380931854248,6.7082037925720215,0.880000002682209,6.7082037925720215,123.34938049316406,0.8598726158916643
3777,1.0,20.5,29.5,110.46614837646484,0.615256667137146,11.0,0.880000002682209,11.0,183.50306701660156,0.8006463912086434
4031,1.0,38.5,36.5,106.73992919921875,0.5209752321243286,9.899495124816895,0.880000002682209,9.899495124816895,172.9628448486328,0.8259812569472367
4121,1.0,22.5,23.5,70.9183349609375,0.5537815690040588,10.816654205322266,0.880000002682209,10.816654205322266,120.58392333984375,0.8106641660533301
3766,1.0,31.5,27.5,97.89080047607422,0.861739993095398,2.0,0.5600000023841858,2.0,144.64413452148438,0.8873796518495827
3829,1.0,36.5,34.5,111.59403228759766,0.2898010313510895,7.071067810058594,1.0,7.071067810058594,163.04006958007812,0.9514866368467111
3809,1.0,30.5,31.5,104.99580383300781,0.4945313632488251,2.2360680103302,1.0,2.2360680103302,146.99180603027344,0.9750219726210267
3966,1.0,35.5,25.5,114.48738098144531,0.6739416122436523,5.656854152679443,0.880000002682209,5.656854152679443,173.87188720703125,0.8758527792524605
3780,1.0,15.5,33.5,116.70271301269531,0.2164725363254547,16.492422103881836,1.0,16.492422103881836,184.43356323242188,0.90551115575302
4038,1.0,18.5,26.5,112.54801177978516,0.4176154136657715,13.34166431427002,1.0,13.34166431427002,180.30665588378906,0.8628850238442881
3994,1.0,44.5,29.5,123.72209930419922,0.37709930539131165,13.0,1.0,13.0,194.3832244873047,0.8788875674005894
3825,1.0,21.5,34.5,118.97999572753906,0.48785847425460815,11.180339813232422,0.9200000017881393,11.180339813232422,191.875,0.833094085461584
3772,1.0,30.5,25.5,83.7384262084961,0.745385468006134,4.123105525970459,0.8400000035762787,4.123105525970459,125.90071868896484,0.8902214061903202
3726,1.0,41.5,38.5,85.77490234375,0.44417640566825867,13.45362377166748,1.0,13.45362377166748,141.61990356445312,0.8534785795745848
3988,1.0,27.5,33.5,103.11212921142578,0.752227783203125,5.656854152679443,0.6800000071525574,5.656854152679443,163.81356811523438,0.8211997602235542
3984,1.0,26.5,41.5,98.56391906738281,0.43454739451408386,13.0,1.0,13.0,159.3428497314453,0.8617712615257308
3733,1.0,32.5,24.5,101.62232208251953,0.6354435682296753,5.099019527435303,0.8400000035762787,5.099019527435303,155.1523895263672,0.8691282209988113
4045,1.0,20.5,22.5,94.64390563964844,0.5291905999183655,13.03840446472168,0.9200000017881393,13.03840446472168,160.6982879638672,0.8016673416675794
4000,1.0,29.5,34.5,130.3992156982422,0.3479161262512207,5.385164737701416,1.0,5.385164737701416,187.0986785888672,0.9564659380859719
3955,1.0,35.5,23.5,99.50990295410156,0.672015368938446,7.211102485656738,0.8400000035762787,7.211102485656738,157.55691528320312,0.8394582236221373
4013,1.0,21.5,42.5,118.1415786743164,0.2893354594707489,16.401220321655273,1.0,16.401220321655273,189.8942413330078,0.8765731793775926
3987,1.0,33.5,45.5,94.59233093261719,0.34284502267837524,16.124515533447266,1.0,16.124515533447266,156.94009399414062,0.8583195504152957
