agent_id, simulation_step, parcel_location_x, parcel_location_y, transaction_price, preference_for_distance, distance_to_city_centre, open_space_amenity, transportation_cost, agent_budget, utility
3727,1.0,47.5,22.5,84.86213684082031,0.4077746570110321,17.464248657226562,1.0,17.464248657226562,148.01109313964844,0.8177542648460902
3956,1.0,37.5,32.5,119.09159088134766,0.6082335710525513,6.7082037925720215,0.9600000008940697,6.7082037925720215,179.71116638183594,0.8917674010463924
3729,1.0,46.5,34.5,97.06404113769531,0.2795725464820862,15.81138801574707,1.0,15.81138801574707,157.434814453125,0.8855453895176347
4001,1.0,35.5,45.5,68.29251861572266,0.44255051016807556,16.492422103881836,1.0,16.492422103881836,121.67640686035156,0.8163471457584095
3890,1.0,48.5,30.5,107.1581802368164,0.26016727089881897,17.029386520385742,1.0,17.029386520385742,173.64859008789062,0.8831456737327859
4017,1.0,34.5,28.5,93.3563232421875,0.5343056917190552,3.1622776985168457,1.0,3.1622776985168457,132.85855102539062,0.9616807985349639
3909,1.0,28.5,20.5,84.03076934814453,0.4954144060611725,9.486832618713379,1.0,9.486832618713379,131.8020477294922,0.8889129569152894
3842,1.0,45.5,40.5,112.48789978027344,0.44797250628471375,17.804492950439453,1.0,17.804492950439453,194.00941467285156,0.7972167846396587
3914,1.0,20.5,39.5,112.68510437011719,0.4959775507450104,14.866068840026855,1.0,14.866068840026855,188.03887939453125,0.8189378340398961
3749,1.0,18.5,20.5,105.56920623779297,0.4253038465976715,15.81138801574707,1.0,15.81138801574707,176.39195251464844,0.8311773374286046
4067,1.0,26.5,18.5,121.70609283447266,0.5057147145271301,12.083045959472656,0.8400000035762787,12.083045959472656,205.30101013183594,0.7827414297017926
4078,1.0,27.5,28.5,75.90342712402344,0.636935830116272,4.123105525970459,0.760000005364418,4.123105525970459,117.73751831054688,0.8512321217741697
3757,1.0,37.5,36.5,103.69579315185547,0.4824356734752655,9.219544410705566,1.0,9.219544410705566,159.52862548828125,0.8949050707713424
4096,1.0,39.5,18.5,102.43008422851562,0.47106364369392395,13.601470947265625,1.0,13.601470947265625,167.86459350585938,0.8434545143409532
3763,1.0,36.5,14.5,127.760498046875,0.3861929774284363,15.81138801574707,1.0,15.81138801574707,207.92088317871094,0.8454319330292661
4002,1.0,32.5,28.5,101.1551284790039,0.671916127204895,1.4142135381698608,0.760000005364418,1.4142135381698608,148.08895874023438,0.8944291182934552
3770,1.0,40.5,23.5,122.17616271972656,0.5417748689651489,10.816654205322266,0.8400000035762787,10.816654205322266,202.58763122558594,0.7949796932487737
3933,1.0,39.5,13.5,105.31193542480469,0.4325108230113983,17.8885440826416,1.0,17.8885440826416,182.085205078125,0.8023958978042709
3995,1.0,30.5,42.5,86.28245544433594,0.48470044136047363,13.03840446472168,0.880000002682209,13.03840446472168,148.7608642578125,0.7926349716465204
3813,1.0,16.5,34.5,75.56719207763672,0.4657353460788727,15.81138801574707,0.9600000008940697,15.81138801574707,133.9835968017578,0.7990749624415726
3883,1.0,35.5,38.5,118.29634094238281,0.5404933094978333,9.848857879638672,0.7999999970197678,9.848857879638672,196.4978790283203,0.7893309631593111
4024,1.0,19.5,23.5,98.81878662109375,0.25409621000289917,13.416407585144043,1.0,13.416407585144043,154.8543243408203,0.9136265460990382
3943,1.0,40.5,40.5,133.91278076171875,0.44372114539146423,14.21267032623291,1.0,14.21267032623291,215.7388153076172,0.8443957058007396
3768,1.0,40.5,16.5,87.15738677978516,0.4232206642627716,15.81138801574707,1.0,15.81138801574707,148.3036651611328,0.8319304912731089
3742,1.0,24.5,31.5,76.33013916015625,0.5443232655525208,7.280109882354736,0.9200000017881393,7.280109882354736,119.56493377685547,0.8742216715578145
4023,1.0,31.5,38.5,129.5100555419922,0.39466774463653564,9.0,1.0,9.0,194.15167236328125,0.9153835561871116
4036,1.0,25.5,21.5,111.21540832519531,0.47589683532714844,10.0,1.0,10.0,172.12069702148438,0.8868542838278128
4102,1.0,37.5,31.5,91.10363006591797,0.6171370148658752,6.324555397033691,0.880000002682209,6.324555397033691,141.06393432617188,0.8669576752660029
4114,1.0,34.5,18.5,149.4613494873047,0.46605637669563293,11.401754379272461,1.0,11.401754379272461,231.59127807617188,0.8722067656085948
3887,1.0,40.5,39.5,118.26813507080078,0.4787956774234772,13.45362377166748,0.880000002682209,13.45362377166748,200.17318725585938,0.788667388822134
3728,1.0,26.5,30.5,63.36227798461914,0.6267827153205872,5.099019527435303,0.6399999856948853,5.099019527435303,105.48863983154297,0.7848837947978459
3869,1.0,26.5,14.5,164.79104614257812,0.4609077274799347,15.81138801574707,1.0,15.81138801574707,269.1739807128906,0.8184100093372009
3832,1.0,42.5,36.5,87.84972381591797,0.39490053057670593,13.03840446472168,1.0,13.03840446472168,142.37240600585938,0.8731315706025353
4053,1.0,43.5,24.5,92.56513977050781,0.47676509618759155,13.0,0.880000002682209,13.0,158.36306762695312,0.7944499208279937
4116,1.0,30.5,11.5,90.0733871459961,0.3233979344367981,18.027755737304688,1.0,18.027755737304688,153.32159423828125,0.846802364009477
3991,1.0,23.5,25.5,66.9764633178711,0.5078180432319641,8.9442720413208,1.0,8.9442720413208,106.14459228515625,0.893176798804414
3787,1.0,28.5,27.5,119.94541931152344,0.624687910079956,3.605551242828369,0.880000002682209,3.605551242828369,176.32730102539062,0.9045310771861912
4068,1.0,13.5,30.5,119.37445831298828,0.2906363308429718,18.027755737304688,1.0,18.027755737304688,195.3474578857422,0.8611881592541949
3808,1.0,28.5,44.5,85.62474060058594,0.35233601927757263,15.29705810546875,1.0,15.29705810546875,142.28216552734375,0.8632938894572215
4118,1.0,39.5,36.5,67.34028625488281,0.5294491648674011,10.630146026611328,0.7999999970197678,10.630146026611328,117.79988861083984,0.7801651575309434
3990,1.0,32.5,17.5,104.6690673828125,0.3759520351886749,12.041594505310059,1.0,12.041594505310059,164.3789825439453,0.8890895679393539
