agent_id, simulation_step, parcel_location_x, parcel_location_y, transaction_price, preference_for_distance, distance_to_city_centre, open_space_amenity, transportation_cost, agent_budget, utility
3730,1.0,31.5,42.5,145.0140838623047,0.47589945793151855,13.0,1.0,13.0,230.32852172851562,0.8496573745036721
3747,1.0,33.5,24.5,118.27593994140625,0.5679159164428711,5.385164737701416,0.760000005364418,5.385164737701416,186.07821655273438,0.8259382894514794
3744,1.0,28.5,39.5,100.36253356933594,0.4403737187385559,10.440306663513184,0.9200000017881393,10.440306663513184,160.8961181640625,0.8492730382722032
3890,1.0,33.5,19.5,113.36369323730469,0.26016727089881897,10.198039054870605,1.0,10.198039054870605,170.2364501953125,0.935077085788445
4074,1.0,23.5,27.5,114.08512115478516,0.458504319190979,8.246211051940918,1.0,8.246211051940918,171.8145751953125,0.9110384286783044
3943,1.0,30.5,36.5,151.3310089111328,0.44372114539146423,7.071067810058594,1.0,7.071067810058594,221.84259033203125,0.9266844122937765
3787,1.0,34.5,28.5,117.89665985107422,0.624687910079956,3.1622776985168457,0.880000002682209,3.1622776985168457,172.24546813964844,0.9105927016644937
3839,1.0,28.5,26.5,117.46664428710938,0.46729013323783875,4.242640495300293,1.0,4.242640495300293,168.11351013183594,0.9546182816659532
3854,1.0,33.5,28.5,123.86253356933594,0.4769195020198822,2.2360680103302,1.0,2.2360680103302,172.9185791015625,0.9759007134516217
3745,1.0,43.5,29.5,115.87015533447266,0.49912577867507935,12.0,1.0,12.0,184.79315185546875,0.8560382164118929
4034,1.0,36.5,27.5,124.8642807006836,0.6382100582122803,5.385164737701416,0.9200000017881393,5.385164737701416,186.46571350097656,0.8942096481753979
3748,1.0,37.5,28.5,109.8389892578125,0.29908567667007446,6.082762718200684,1.0,6.082762718200684,159.0664825439453,0.957338729686946
3963,1.0,31.5,28.5,104.54934692382812,0.7393786907196045,1.0,0.5999999940395355,1.0,156.3353729248047,0.8608744069894585
4063,1.0,21.5,34.5,119.6435546875,0.5235313177108765,11.180339813232422,0.9200000017881393,11.180339813232422,193.78985595703125,0.827071352736025
4096,1.0,33.5,32.5,109.62055206298828,0.47106364369392395,3.605551242828369,1.0,3.605551242828369,155.93223571777344,0.961284897685173
3769,1.0,36.5,35.5,137.6938934326172,0.5629538297653198,7.8102498054504395,0.880000002682209,7.8102498054504395,214.26100158691406,0.8490837903454626
3926,1.0,32.5,17.5,145.0662841796875,0.4321407973766327,12.041594505310059,1.0,12.041594505310059,225.53668212890625,0.8736048789852009
3937,1.0,26.5,40.5,112.79292297363281,0.5066689848899841,12.083045959472656,1.0,12.083045959472656,180.69119262695312,0.8529348125562928
3892,1.0,35.5,30.5,122.83574676513672,0.5700877904891968,4.123105525970459,0.9200000017881393,4.123105525970459,179.9889678955078,0.913171529365835
3851,1.0,22.5,33.5,101.42215728759766,0.45614075660705566,9.848857879638672,1.0,9.848857879638672,157.0521240234375,0.8930474659653236
3807,1.0,20.5,34.5,128.57748413085938,0.4733857810497284,12.083045959472656,1.0,12.083045959472656,202.97076416015625,0.8618942731775859
4054,1.0,36.5,33.5,105.40768432617188,0.5805799961090088,6.4031243324279785,0.9600000008940697,6.4031243324279785,158.7722930908203,0.898910546810595
3909,1.0,41.5,21.5,129.3498077392578,0.4954144060611725,12.806248664855957,0.9600000008940697,12.806248664855957,209.86788940429688,0.8292812350611161
4053,1.0,42.5,23.5,130.70486450195312,0.47676509618759155,12.529964447021484,1.0,12.529964447021484,207.54742431640625,0.8553603473660132
3959,1.0,18.5,32.5,118.8614273071289,0.36699217557907104,13.34166431427002,1.0,13.34166431427002,187.6541748046875,0.8784493006583233
3785,1.0,30.5,22.5,129.4970703125,0.40506500005722046,7.071067810058594,1.0,7.071067810058594,190.14002990722656,0.932851881300944
3900,1.0,38.5,18.5,118.1760482788086,0.41073134541511536,13.03840446472168,1.0,13.03840446472168,187.6297149658203,0.8683957474470825
3754,1.0,31.5,15.5,138.16757202148438,0.39466622471809387,14.0,1.0,14.0,219.00250244140625,0.8626855852960995
3804,1.0,28.5,20.5,106.03540802001953,0.4297104477882385,9.486832618713379,1.0,9.486832618713379,162.3463897705078,0.9029043417087134
3830,1.0,37.5,24.5,112.13129425048828,0.52374666929245,7.8102498054504395,0.9200000017881393,7.8102498054504395,173.3458709716797,0.8694136122428929
4101,1.0,24.5,33.5,103.3963851928711,0.5741628408432007,8.062257766723633,0.880000002682209,8.062257766723633,163.5697784423828,0.8451594349703923
